[epoch 0001] loss_clf=1.101689 loss_transfer=0.087620 train_acc=0.2813 acc=0.5130
[epoch 0002] loss_clf=1.103960 loss_transfer=1.734596 train_acc=0.3758 acc=0.3736
[epoch 0003] loss_clf=1.122847 loss_transfer=2.850622 train_acc=0.2937 acc=0.3786
[epoch 0004] loss_clf=1.089835 loss_transfer=1.358742 train_acc=0.4210 acc=0.4204
[epoch 0005] loss_clf=1.068128 loss_transfer=0.083725 train_acc=0.6044 acc=0.4196
[epoch 0006] loss_clf=1.063331 loss_transfer=0.035423 train_acc=0.7087 acc=0.4782
[epoch 0007] loss_clf=1.047310 loss_transfer=0.036094 train_acc=0.7433 acc=0.5607
[epoch 0008] loss_clf=1.026580 loss_transfer=0.044918 train_acc=0.7587 acc=0.5913
[epoch 0009] loss_clf=1.007728 loss_transfer=0.042442 train_acc=0.7726 acc=0.5583
[epoch 0010] loss_clf=0.970714 loss_transfer=0.083168 train_acc=0.7599 acc=0.6243
[epoch 0011] loss_clf=0.972831 loss_transfer=0.039376 train_acc=0.7730 acc=0.5704
[epoch 0012] loss_clf=0.904398 loss_transfer=0.109432 train_acc=0.7579 acc=0.6346
[epoch 0013] loss_clf=0.902822 loss_transfer=0.052081 train_acc=0.7885 acc=0.5760
[epoch 0014] loss_clf=0.816799 loss_transfer=0.185674 train_acc=0.7722 acc=0.7254
[epoch 0015] loss_clf=0.868903 loss_transfer=0.057780 train_acc=0.7913 acc=0.5849
[epoch 0016] loss_clf=0.748384 loss_transfer=0.180080 train_acc=0.7964 acc=0.5239
[epoch 0017] loss_clf=0.771685 loss_transfer=0.087614 train_acc=0.7627 acc=0.6237
[epoch 0018] loss_clf=0.682021 loss_transfer=0.165513 train_acc=0.7813 acc=0.5342
[epoch 0019] loss_clf=0.703036 loss_transfer=0.166794 train_acc=0.7246 acc=0.6806
[epoch 0020] loss_clf=0.677863 loss_transfer=0.117449 train_acc=0.7813 acc=0.5684
[epoch 0021] loss_clf=0.599736 loss_transfer=0.250761 train_acc=0.8258 acc=0.6679
[epoch 0022] loss_clf=0.656949 loss_transfer=0.146005 train_acc=0.7909 acc=0.5442
[epoch 0023] loss_clf=0.568313 loss_transfer=0.135318 train_acc=0.8278 acc=0.6070
[epoch 0024] loss_clf=0.547579 loss_transfer=0.198551 train_acc=0.8075 acc=0.5318
[epoch 0025] loss_clf=0.623748 loss_transfer=0.171813 train_acc=0.7222 acc=0.6049
[epoch 0026] loss_clf=0.532874 loss_transfer=0.095782 train_acc=0.8833 acc=0.6626
[epoch 0027] loss_clf=0.471222 loss_transfer=0.128424 train_acc=0.8821 acc=0.6774
[epoch 0028] loss_clf=0.438413 loss_transfer=0.123619 train_acc=0.8913 acc=0.6656
[epoch 0029] loss_clf=0.399968 loss_transfer=0.156332 train_acc=0.9024 acc=0.6741
[epoch 0030] loss_clf=0.422748 loss_transfer=0.145990 train_acc=0.8635 acc=0.5233
[epoch 0031] loss_clf=0.484870 loss_transfer=0.290087 train_acc=0.7913 acc=0.5890
[epoch 0032] loss_clf=0.660638 loss_transfer=0.292125 train_acc=0.7452 acc=0.6482
[epoch 0033] loss_clf=0.562073 loss_transfer=0.110570 train_acc=0.7813 acc=0.4971
[epoch 0034] loss_clf=0.493203 loss_transfer=0.250064 train_acc=0.8548 acc=0.6756
[epoch 0035] loss_clf=0.442007 loss_transfer=0.073190 train_acc=0.9056 acc=0.6735
[epoch 0036] loss_clf=0.375412 loss_transfer=0.092557 train_acc=0.9175 acc=0.6697
[epoch 0037] loss_clf=0.337578 loss_transfer=0.101786 train_acc=0.9361 acc=0.6482
[epoch 0038] loss_clf=0.327365 loss_transfer=0.108659 train_acc=0.9246 acc=0.6694
[epoch 0039] loss_clf=0.295924 loss_transfer=0.107400 train_acc=0.9413 acc=0.6565
[epoch 0040] loss_clf=0.280530 loss_transfer=0.114030 train_acc=0.9377 acc=0.6511
[epoch 0041] loss_clf=0.268929 loss_transfer=0.106546 train_acc=0.9437 acc=0.6824
[epoch 0042] loss_clf=0.254634 loss_transfer=0.113047 train_acc=0.9500 acc=0.6140
[epoch 0043] loss_clf=0.261746 loss_transfer=0.116183 train_acc=0.9349 acc=0.6305
[epoch 0044] loss_clf=0.380169 loss_transfer=0.214175 train_acc=0.8504 acc=0.5707
[epoch 0045] loss_clf=0.624741 loss_transfer=0.354277 train_acc=0.7444 acc=0.6682
[epoch 0046] loss_clf=0.362282 loss_transfer=0.110443 train_acc=0.9187 acc=0.6450
[epoch 0047] loss_clf=0.298018 loss_transfer=0.088994 train_acc=0.9357 acc=0.6788
[epoch 0048] loss_clf=0.266470 loss_transfer=0.080419 train_acc=0.9540 acc=0.6547
[epoch 0049] loss_clf=0.245447 loss_transfer=0.095190 train_acc=0.9524 acc=0.7006
