[epoch 0001] loss_clf=1.101853 loss_transfer=0.088195 train_acc=0.2817 acc=0.3229
[epoch 0002] loss_clf=1.110410 loss_transfer=2.024586 train_acc=0.2464 acc=0.4803
[epoch 0003] loss_clf=1.110152 loss_transfer=1.765030 train_acc=0.2567 acc=0.3279
[epoch 0004] loss_clf=1.094407 loss_transfer=2.279332 train_acc=0.3853 acc=0.3907
[epoch 0005] loss_clf=1.089053 loss_transfer=0.138335 train_acc=0.5052 acc=0.4072
[epoch 0006] loss_clf=1.082578 loss_transfer=0.021929 train_acc=0.5440 acc=0.4676
[epoch 0007] loss_clf=1.076506 loss_transfer=0.019965 train_acc=0.6187 acc=0.5451
[epoch 0008] loss_clf=1.068670 loss_transfer=0.020089 train_acc=0.6659 acc=0.5890
[epoch 0009] loss_clf=1.058110 loss_transfer=0.024008 train_acc=0.6869 acc=0.6031
[epoch 0010] loss_clf=1.046061 loss_transfer=0.026503 train_acc=0.6921 acc=0.6553
[epoch 0011] loss_clf=1.028369 loss_transfer=0.038096 train_acc=0.6889 acc=0.6087
[epoch 0012] loss_clf=1.014774 loss_transfer=0.033206 train_acc=0.7119 acc=0.6977
[epoch 0013] loss_clf=0.985232 loss_transfer=0.062778 train_acc=0.6996 acc=0.6264
[epoch 0014] loss_clf=0.971240 loss_transfer=0.044023 train_acc=0.7202 acc=0.7216
[epoch 0015] loss_clf=0.923352 loss_transfer=0.089343 train_acc=0.7123 acc=0.6511
[epoch 0016] loss_clf=0.906391 loss_transfer=0.063316 train_acc=0.7389 acc=0.7395
[epoch 0017] loss_clf=0.845857 loss_transfer=0.136105 train_acc=0.7226 acc=0.6055
[epoch 0018] loss_clf=0.851913 loss_transfer=0.097695 train_acc=0.7131 acc=0.7375
[epoch 0019] loss_clf=0.778260 loss_transfer=0.111734 train_acc=0.7516 acc=0.6847
[epoch 0020] loss_clf=0.734245 loss_transfer=0.137359 train_acc=0.7730 acc=0.8026
[epoch 0021] loss_clf=0.730650 loss_transfer=0.124845 train_acc=0.7603 acc=0.5993
[epoch 0022] loss_clf=0.693798 loss_transfer=0.261113 train_acc=0.7155 acc=0.8356
[epoch 0023] loss_clf=0.748526 loss_transfer=0.122403 train_acc=0.7286 acc=0.7443
[epoch 0024] loss_clf=0.641522 loss_transfer=0.126444 train_acc=0.8143 acc=0.7855
[epoch 0025] loss_clf=0.594658 loss_transfer=0.113917 train_acc=0.8306 acc=0.7504
[epoch 0026] loss_clf=0.547339 loss_transfer=0.143247 train_acc=0.8357 acc=0.8159
[epoch 0027] loss_clf=0.523824 loss_transfer=0.145345 train_acc=0.8484 acc=0.6594
[epoch 0028] loss_clf=0.554527 loss_transfer=0.171820 train_acc=0.8004 acc=0.7513
[epoch 0029] loss_clf=0.786730 loss_transfer=0.710769 train_acc=0.6861 acc=0.6447
[epoch 0030] loss_clf=1.048228 loss_transfer=1.214120 train_acc=0.5587 acc=0.5250
[epoch 0031] loss_clf=0.765712 loss_transfer=0.965073 train_acc=0.6361 acc=0.7758
[epoch 0032] loss_clf=0.829619 loss_transfer=0.124971 train_acc=0.6075 acc=0.7896
[epoch 0033] loss_clf=0.644519 loss_transfer=0.087486 train_acc=0.8143 acc=0.7622
[epoch 0034] loss_clf=0.607389 loss_transfer=0.088248 train_acc=0.8258 acc=0.7534
[epoch 0035] loss_clf=0.557882 loss_transfer=0.098126 train_acc=0.8552 acc=0.7528
[epoch 0036] loss_clf=0.527969 loss_transfer=0.107166 train_acc=0.8575 acc=0.7575
[epoch 0037] loss_clf=0.498042 loss_transfer=0.113379 train_acc=0.8770 acc=0.7664
[epoch 0038] loss_clf=0.479878 loss_transfer=0.112544 train_acc=0.8698 acc=0.7702
[epoch 0039] loss_clf=0.455204 loss_transfer=0.115479 train_acc=0.8770 acc=0.7749
[epoch 0040] loss_clf=0.437054 loss_transfer=0.120741 train_acc=0.8810 acc=0.7720
[epoch 0041] loss_clf=0.418124 loss_transfer=0.119577 train_acc=0.8802 acc=0.7725
[epoch 0042] loss_clf=0.398796 loss_transfer=0.118073 train_acc=0.8937 acc=0.7705
[epoch 0043] loss_clf=0.381960 loss_transfer=0.118945 train_acc=0.8913 acc=0.7752
[epoch 0044] loss_clf=0.376603 loss_transfer=0.117783 train_acc=0.8960 acc=0.7664
[epoch 0045] loss_clf=0.360457 loss_transfer=0.123344 train_acc=0.9000 acc=0.8011
[epoch 0046] loss_clf=0.348902 loss_transfer=0.110679 train_acc=0.9167 acc=0.7437
[epoch 0047] loss_clf=0.342682 loss_transfer=0.141321 train_acc=0.8988 acc=0.8371
[epoch 0048] loss_clf=0.386214 loss_transfer=0.126197 train_acc=0.8790 acc=0.6450
[epoch 0049] loss_clf=0.423256 loss_transfer=0.188882 train_acc=0.8433 acc=0.8100
[epoch 0050] loss_clf=0.421709 loss_transfer=0.116098 train_acc=0.8385 acc=0.7160
[epoch 0051] loss_clf=0.348857 loss_transfer=0.096509 train_acc=0.9036 acc=0.7994
[epoch 0052] loss_clf=0.312327 loss_transfer=0.095950 train_acc=0.9187 acc=0.7761
[epoch 0053] loss_clf=0.293517 loss_transfer=0.098448 train_acc=0.9353 acc=0.8032
[epoch 0054] loss_clf=0.280339 loss_transfer=0.100669 train_acc=0.9262 acc=0.7655
[epoch 0055] loss_clf=0.275171 loss_transfer=0.104674 train_acc=0.9310 acc=0.8100
[epoch 0056] loss_clf=0.286098 loss_transfer=0.114702 train_acc=0.9095 acc=0.6877
[epoch 0057] loss_clf=0.305634 loss_transfer=0.119128 train_acc=0.8857 acc=0.8014
